PROGRAMA,SEMESTRE,ÁREA,RIESGO_BASE,HORAS,RIESGO_POST_EST
MEDICINA VETERINARIA Y ZOOTECNIA-NEIVA,8.0,COMPETENCIA CIUDADANA,131.0,0.0,131.0
MEDICINA VETERINARIA Y ZOOTECNIA-NEIVA,8.0,INGLÉS,130.0,0.0,130.0
MEDICINA VETERINARIA Y ZOOTECNIA-NEIVA,8.0,LECTURA CRÍTICA,135.0,1.0,134.75
MEDICINA VETERINARIA Y ZOOTECNIA-NEIVA,8.0,RAZONAMIENTO CUANTITATIVO,141.0,0.0,141.0
MEDICINA VETERINARIA Y ZOOTECNIA-NEIVA,9.0,COMPETENCIA CIUDADANA,62.0,0.0,62.0
MEDICINA VETERINARIA Y ZOOTECNIA-NEIVA,9.0,INGLÉS,65.0,0.0,65.0
MEDICINA VETERINARIA Y ZOOTECNIA-NEIVA,9.0,LECTURA CRÍTICA,66.0,1.0,65.75
MEDICINA VETERINARIA Y ZOOTECNIA-NEIVA,9.0,RAZONAMIENTO CUANTITATIVO,67.0,0.0,67.0
MEDICINA VETERINARIA Y ZOOTECNIA-NEIVA,10.0,COMPETENCIA CIUDADANA,39.0,1.0,38.8
MEDICINA VETERINARIA Y ZOOTECNIA-NEIVA,10.0,INGLÉS,40.0,0.0,40.0
MEDICINA VETERINARIA Y ZOOTECNIA-NEIVA,10.0,LECTURA CRÍTICA,39.0,0.0,39.0
MEDICINA VETERINARIA Y ZOOTECNIA-NEIVA,10.0,RAZONAMIENTO CUANTITATIVO,33.0,0.0,33.0
MEDICINA VETERINARIA Y ZOOTECNIA-PITALITO,1.0,COMPETENCIA CIUDADANA,7.0,0.0,7.0
MEDICINA VETERINARIA Y ZOOTECNIA-PITALITO,1.0,INGLÉS,7.0,0.0,7.0
MEDICINA VETERINARIA Y ZOOTECNIA-PITALITO,1.0,LECTURA CRÍTICA,6.0,1.0,5.75
MEDICINA VETERINARIA Y ZOOTECNIA-PITALITO,1.0,RAZONAMIENTO CUANTITATIVO,7.0,0.0,7.0
MERCADEO Y PUBLICIDAD-NEIVA,1.0,COMPETENCIA CIUDADANA,62.0,1.0,61.8
MERCADEO Y PUBLICIDAD-NEIVA,1.0,INGLÉS,67.0,0.0,67.0
MERCADEO Y PUBLICIDAD-NEIVA,1.0,LECTURA CRÍTICA,61.0,0.0,61.0
MERCADEO Y PUBLICIDAD-NEIVA,1.0,RAZONAMIENTO CUANTITATIVO,67.0,0.0,67.0
MERCADEO Y PUBLICIDAD-NEIVA,2.0,COMPETENCIA CIUDADANA,2.0,0.0,2.0
MERCADEO Y PUBLICIDAD-NEIVA,2.0,INGLÉS,1.0,0.0,1.0
MERCADEO Y PUBLICIDAD-NEIVA,2.0,LECTURA CRÍTICA,1.0,1.0,0.75
MERCADEO Y PUBLICIDAD-NEIVA,2.0,RAZONAMIENTO CUANTITATIVO,2.0,0.0,2.0
MERCADEO Y PUBLICIDAD-NEIVA,4.0,COMPETENCIA CIUDADANA,13.0,0.0,13.0
MERCADEO Y PUBLICIDAD-NEIVA,4.0,INGLÉS,14.0,0.0,14.0
MERCADEO Y PUBLICIDAD-NEIVA,4.0,LECTURA CRÍTICA,14.0,1.0,13.75
MERCADEO Y PUBLICIDAD-NEIVA,4.0,RAZONAMIENTO CUANTITATIVO,14.0,0.0,14.0
MERCADEO Y PUBLICIDAD-NEIVA,5.0,COMPETENCIA CIUDADANA,33.0,1.0,32.8
MERCADEO Y PUBLICIDAD-NEIVA,5.0,INGLÉS,36.0,0.0,36.0
MERCADEO Y PUBLICIDAD-NEIVA,5.0,LECTURA CRÍTICA,31.0,0.0,31.0
MERCADEO Y PUBLICIDAD-NEIVA,5.0,RAZONAMIENTO CUANTITATIVO,31.0,0.0,31.0
MERCADEO Y PUBLICIDAD-NEIVA,6.0,COMPETENCIA CIUDADANA,28.0,0.0,28.0
MERCADEO Y PUBLICIDAD-NEIVA,6.0,INGLÉS,31.0,0.0,31.0
MERCADEO Y PUBLICIDAD-NEIVA,6.0,LECTURA CRÍTICA,29.0,1.0,28.75
MERCADEO Y PUBLICIDAD-NEIVA,6.0,RAZONAMIENTO CUANTITATIVO,29.0,0.0,29.0
MERCADEO Y PUBLICIDAD-NEIVA,7.0,COMPETENCIA CIUDADANA,29.0,1.0,28.8
MERCADEO Y PUBLICIDAD-NEIVA,7.0,INGLÉS,30.0,0.0,30.0
MERCADEO Y PUBLICIDAD-NEIVA,7.0,LECTURA CRÍTICA,30.0,0.0,30.0
MERCADEO Y PUBLICIDAD-NEIVA,7.0,RAZONAMIENTO CUANTITATIVO,29.0,0.0,29.0
MERCADEO Y PUBLICIDAD-NEIVA,8.0,COMPETENCIA CIUDADANA,8.0,0.0,8.0
MERCADEO Y PUBLICIDAD-NEIVA,8.0,INGLÉS,8.0,0.0,8.0
MERCADEO Y PUBLICIDAD-NEIVA,8.0,LECTURA CRÍTICA,7.0,0.0,7.0
MERCADEO Y PUBLICIDAD-NEIVA,8.0,RAZONAMIENTO CUANTITATIVO,6.0,1.0,5.7
"MERCADEO, PUBLICIDAD Y VENTAS-NEIVA",7.0,COMPETENCIA CIUDADANA,0.0,0.0,0.0
"MERCADEO, PUBLICIDAD Y VENTAS-NEIVA",7.0,INGLÉS,0.0,1.0,0.0
"MERCADEO, PUBLICIDAD Y VENTAS-NEIVA",7.0,LECTURA CRÍTICA,0.0,0.0,0.0
"MERCADEO, PUBLICIDAD Y VENTAS-NEIVA",7.0,RAZONAMIENTO CUANTITATIVO,0.0,0.0,0.0
"MERCADEO, PUBLICIDAD Y VENTAS-NEIVA",8.0,COMPETENCIA CIUDADANA,1.0,1.0,0.8
"MERCADEO, PUBLICIDAD Y VENTAS-NEIVA",8.0,INGLÉS,1.0,0.0,1.0
"MERCADEO, PUBLICIDAD Y VENTAS-NEIVA",8.0,LECTURA CRÍTICA,1.0,0.0,1.0
"MERCADEO, PUBLICIDAD Y VENTAS-NEIVA",8.0,RAZONAMIENTO CUANTITATIVO,1.0,0.0,1.0
"MERCADEO, PUBLICIDAD Y VENTAS-NEIVA",9.0,COMPETENCIA CIUDADANA,4.0,0.0,4.0
"MERCADEO, PUBLICIDAD Y VENTAS-NEIVA",9.0,INGLÉS,7.0,0.0,7.0
"MERCADEO, PUBLICIDAD Y VENTAS-NEIVA",9.0,LECTURA CRÍTICA,5.0,0.0,5.0
"MERCADEO, PUBLICIDAD Y VENTAS-NEIVA",9.0,RAZONAMIENTO CUANTITATIVO,6.0,1.0,5.7
"MERCADEO, PUBLICIDAD Y VENTAS-NEIVA",10.0,COMPETENCIA CIUDADANA,5.0,0.0,5.0
"MERCADEO, PUBLICIDAD Y VENTAS-NEIVA",10.0,INGLÉS,5.0,1.0,4.85
"MERCADEO, PUBLICIDAD Y VENTAS-NEIVA",10.0,LECTURA CRÍTICA,5.0,0.0,5.0
"MERCADEO, PUBLICIDAD Y VENTAS-NEIVA",10.0,RAZONAMIENTO CUANTITATIVO,5.0,0.0,5.0
NEGOCIOS INTERNACIONALES-NEIVA,1.0,COMPETENCIA CIUDADANA,113.0,0.0,113.0
NEGOCIOS INTERNACIONALES-NEIVA,1.0,INGLÉS,106.0,0.0,106.0
NEGOCIOS INTERNACIONALES-NEIVA,1.0,LECTURA CRÍTICA,114.0,1.0,113.75
NEGOCIOS INTERNACIONALES-NEIVA,1.0,RAZONAMIENTO CUANTITATIVO,109.0,0.0,109.0
NEGOCIOS INTERNACIONALES-NEIVA,2.0,COMPETENCIA CIUDADANA,2.0,0.0,2.0
NEGOCIOS INTERNACIONALES-NEIVA,2.0,INGLÉS,1.0,0.0,1.0
NEGOCIOS INTERNACIONALES-NEIVA,2.0,LECTURA CRÍTICA,2.0,1.0,1.75
NEGOCIOS INTERNACIONALES-NEIVA,2.0,RAZONAMIENTO CUANTITATIVO,2.0,0.0,2.0
NEGOCIOS INTERNACIONALES-NEIVA,4.0,COMPETENCIA CIUDADANA,19.0,0.0,19.0
NEGOCIOS INTERNACIONALES-NEIVA,4.0,INGLÉS,25.0,0.0,25.0
NEGOCIOS INTERNACIONALES-NEIVA,4.0,LECTURA CRÍTICA,17.0,1.0,16.75
NEGOCIOS INTERNACIONALES-NEIVA,4.0,RAZONAMIENTO CUANTITATIVO,22.0,0.0,22.0
NEGOCIOS INTERNACIONALES-NEIVA,5.0,COMPETENCIA CIUDADANA,18.0,1.0,17.8
NEGOCIOS INTERNACIONALES-NEIVA,5.0,INGLÉS,18.0,0.0,18.0
NEGOCIOS INTERNACIONALES-NEIVA,5.0,LECTURA CRÍTICA,17.0,0.0,17.0
NEGOCIOS INTERNACIONALES-NEIVA,5.0,RAZONAMIENTO CUANTITATIVO,15.0,0.0,15.0
NEGOCIOS INTERNACIONALES-NEIVA,6.0,COMPETENCIA CIUDADANA,17.0,1.0,16.8
NEGOCIOS INTERNACIONALES-NEIVA,6.0,INGLÉS,16.0,0.0,16.0
NEGOCIOS INTERNACIONALES-NEIVA,6.0,LECTURA CRÍTICA,18.0,0.0,18.0
NEGOCIOS INTERNACIONALES-NEIVA,6.0,RAZONAMIENTO CUANTITATIVO,14.0,0.0,14.0
NEGOCIOS INTERNACIONALES-NEIVA,7.0,COMPETENCIA CIUDADANA,63.0,1.0,62.8
NEGOCIOS INTERNACIONALES-NEIVA,7.0,INGLÉS,62.0,0.0,62.0
NEGOCIOS INTERNACIONALES-NEIVA,7.0,LECTURA CRÍTICA,64.0,0.0,64.0
NEGOCIOS INTERNACIONALES-NEIVA,7.0,RAZONAMIENTO CUANTITATIVO,65.0,0.0,65.0
NEGOCIOS INTERNACIONALES-NEIVA,8.0,COMPETENCIA CIUDADANA,45.0,1.0,44.8
NEGOCIOS INTERNACIONALES-NEIVA,8.0,INGLÉS,47.0,0.0,47.0
NEGOCIOS INTERNACIONALES-NEIVA,8.0,LECTURA CRÍTICA,47.0,0.0,47.0
NEGOCIOS INTERNACIONALES-NEIVA,8.0,RAZONAMIENTO CUANTITATIVO,46.0,0.0,46.0
NEGOCIOS INTERNACIONALES-NEIVA,9.0,COMPETENCIA CIUDADANA,39.0,0.0,39.0
NEGOCIOS INTERNACIONALES-NEIVA,9.0,INGLÉS,47.0,0.0,47.0
NEGOCIOS INTERNACIONALES-NEIVA,9.0,LECTURA CRÍTICA,43.0,1.0,42.75
NEGOCIOS INTERNACIONALES-NEIVA,9.0,RAZONAMIENTO CUANTITATIVO,41.0,0.0,41.0
NEGOCIOS INTERNACIONALES-NEIVA,10.0,COMPETENCIA CIUDADANA,25.0,0.0,25.0
NEGOCIOS INTERNACIONALES-NEIVA,10.0,INGLÉS,30.0,0.0,30.0
NEGOCIOS INTERNACIONALES-NEIVA,10.0,LECTURA CRÍTICA,26.0,1.0,25.75
NEGOCIOS INTERNACIONALES-NEIVA,10.0,RAZONAMIENTO CUANTITATIVO,26.0,0.0,26.0
